transaction_id,transaction_datetime,customer_id,age,gender,emirate,category,product,quantity,unit_price_aed,total_aed,has_loyalty,offer_applied,points_earned,points_redeemed
TR50407,2025-04-24 17:50:12.701600,CUST1111,41,Male,Dubai,Grocery,Olive Oil 1L,1,43.83,43.83,True,False,43,0
TR50408,2025-03-29 21:27:52.701600,CUST1367,67,Female,Dubai,Home,Cookware Set,1,357.33,357.33,False,False,357,0
TR50409,2024-10-23 12:16:33.701600,CUST1059,24,Male,Abu Dhabi,Clothing,T-Shirt,2,54.25,108.5,False,True,108,0
TR50410,2025-02-13 23:34:52.701600,CUST1166,40,Male,Sharjah,Electronics,Headphones,1,112.67,112.67,True,True,112,0
TR50411,2025-02-28 06:53:09.701600,CUST1210,20,Female,Dubai,Clothing,Jeans,1,128.88,128.88,True,True,128,0
TR50412,2025-06-25 19:10:32.701600,CUST1257,38,Female,Dubai,Clothing,Jacket,3,314.51,943.53,True,False,943,0
TR50413,2024-11-25 12:15:26.701600,CUST1053,69,Female,Ras Al Khaimah,Pharmacy,Vitamins,3,93.32,279.96,False,False,279,0
TR50414,2025-03-29 02:57:34.701600,CUST1291,42,Male,Sharjah,Clothing,Jacket,1,295.72,295.72,False,True,295,0
TR50415,2025-02-09 03:59:18.701600,CUST1008,69,Female,Dubai,Electronics,Laptop,1,2794.8,2794.8,True,False,2794,0
TR50416,2025-06-22 12:43:26.701600,CUST1303,25,Female,Ras Al Khaimah,Pharmacy,Vitamins,1,94.31,94.31,True,False,94,0
TR50417,2025-03-16 12:20:26.701600,CUST1250,22,Male,Ras Al Khaimah,Electronics,Headphones,1,117.54,117.54,False,True,117,0
TR50418,2024-12-23 02:25:51.701600,CUST1028,38,Female,Sharjah,Clothing,Dress,1,208.23,208.23,False,False,208,0
TR50419,2025-03-28 15:02:42.701600,CUST1156,25,Female,Dubai,Clothing,Jeans,1,140.37,140.37,True,True,140,0
TR50420,2025-08-27 22:48:45.701600,CUST1018,56,Male,Abu Dhabi,Home,Bedsheet,1,181.48,181.48,True,False,181,0
TR50421,2025-09-14 22:51:15.701600,CUST1090,43,Male,Sharjah,Grocery,Rice 5kg,1,34.48,34.48,False,False,34,0
TR50422,2025-09-26 23:28:55.701600,CUST1208,46,Male,Dubai,Clothing,T-Shirt,1,60.72,60.72,True,False,60,0
TR50423,2025-03-16 20:59:01.701600,CUST1273,47,Female,Abu Dhabi,Home,Bedsheet,1,167.08,167.08,True,True,167,0
TR50424,2025-01-30 06:27:24.701600,CUST1007,18,Female,Ras Al Khaimah,Clothing,Jacket,1,320.1,320.1,False,True,320,0
TR50425,2025-03-12 08:11:36.701600,CUST1397,50,Male,Fujairah,Electronics,Powerbank,1,75.2,75.2,False,False,75,0
TR50426,2025-03-26 20:00:08.701600,CUST1279,67,Female,Fujairah,Electronics,Headphones,1,124.64,124.64,False,False,124,0
TR50427,2025-03-24 13:37:51.701600,CUST1116,39,Female,Dubai,Clothing,Jacket,1,337.05,337.05,False,False,337,0
TR50428,2024-11-12 19:18:16.701600,CUST1338,43,Male,Dubai,Electronics,Powerbank,1,75.45,75.45,True,True,75,0
TR50429,2025-05-11 19:43:47.701600,CUST1174,67,Female,Abu Dhabi,Home,Cookware Set,1,339.49,339.49,False,False,339,0
TR50430,2025-01-24 06:39:25.701600,CUST1394,19,Male,Abu Dhabi,Clothing,Jacket,1,328.96,328.96,False,False,328,0
TR50431,2025-09-05 20:40:56.701600,CUST1035,57,Female,Dubai,Clothing,Dress,1,188.48,188.48,True,True,188,0
TR50432,2025-07-02 10:09:20.701600,CUST1328,29,Male,Dubai,Electronics,Laptop,1,2585.03,2585.03,True,True,2585,0
TR50433,2025-08-13 15:32:54.701600,CUST1016,34,Male,Dubai,Grocery,Milk 1L,1,5.81,5.81,True,False,5,0
TR50434,2025-01-14 20:12:13.701600,CUST1146,24,Female,Abu Dhabi,Home,Cookware Set,1,335.62,335.62,False,False,335,0
TR50435,2024-10-26 12:19:57.701600,CUST1287,33,Female,Abu Dhabi,Electronics,Laptop,1,2930.97,2930.97,True,False,2930,0
TR50436,2025-05-04 19:30:49.701600,CUST1280,64,Female,Sharjah,Grocery,Rice 5kg,1,34.53,34.53,True,False,34,0
TR50437,2025-01-03 20:35:06.701600,CUST1381,48,Female,Dubai,Electronics,Laptop,2,2735.96,5471.92,False,True,5471,0
TR50438,2024-12-24 23:09:57.701600,CUST1335,68,Male,Abu Dhabi,Home,Cookware Set,3,314.41,807.23,True,True,943,136
TR50439,2025-09-30 02:10:36.701600,CUST1356,53,Male,Abu Dhabi,Electronics,Powerbank,1,76.41,76.41,True,False,76,0
TR50440,2025-05-02 11:51:26.701600,CUST1219,60,Female,Abu Dhabi,Pharmacy,Vitamins,1,89.53,89.53,True,False,89,0
TR50441,2025-06-30 15:33:21.701600,CUST1079,47,Male,Dubai,Grocery,Rice 5kg,2,33.25,66.5,True,False,66,0
TR50442,2024-12-22 13:28:37.701600,CUST1055,46,Female,Dubai,Electronics,Laptop,1,2902.54,2902.54,False,False,2902,0
TR50443,2025-03-17 05:29:06.701600,CUST1185,31,Female,Dubai,Grocery,Milk 1L,1,5.92,5.92,True,False,5,0
TR50444,2025-07-14 14:19:09.701600,CUST1279,67,Female,Fujairah,Grocery,Olive Oil 1L,1,43.88,43.88,False,False,43,0
TR50445,2024-12-30 21:50:21.701600,CUST1211,63,Female,Umm Al Quwain,Electronics,Powerbank,1,80.7,80.7,True,False,80,0
TR50446,2025-08-12 11:05:59.701600,CUST1074,48,Female,Abu Dhabi,Grocery,Milk 1L,1,5.37,5.37,True,True,5,0
TR50447,2025-03-24 10:45:25.701600,CUST1174,67,Female,Abu Dhabi,Grocery,Bread,1,3.58,3.58,False,False,3,0
TR50448,2024-11-06 05:24:37.701600,CUST1013,50,Male,Ras Al Khaimah,Electronics,Powerbank,1,78.34,78.34,False,False,78,0
TR50449,2024-11-25 03:26:03.701600,CUST1244,24,Male,Ras Al Khaimah,Grocery,Milk 1L,2,5.7,11.4,True,False,11,0
TR50450,2025-08-15 14:53:58.701600,CUST1281,32,Male,Abu Dhabi,Electronics,Smartphone,1,1119.26,1119.26,True,False,1119,0
TR50451,2025-01-28 18:50:29.701600,CUST1076,22,Female,Sharjah,Grocery,Milk 1L,1,5.36,5.36,True,True,5,0
TR50452,2025-06-26 09:24:09.701600,CUST1065,39,Female,Dubai,Clothing,T-Shirt,1,57.58,57.58,False,False,57,0
TR50453,2025-06-14 17:51:58.701600,CUST1315,70,Female,Dubai,Electronics,Smartphone,1,1225.48,1225.48,True,False,1225,0
TR50454,2025-09-02 09:18:47.701600,CUST1115,19,Female,Dubai,Grocery,Rice 5kg,1,33.38,33.38,False,False,33,0
TR50455,2025-09-07 21:27:16.701600,CUST1378,59,Female,Sharjah,Home,Cookware Set,1,297.29,297.29,False,True,297,0
TR50456,2024-11-24 11:50:35.701600,CUST1027,68,Male,Dubai,Grocery,Rice 5kg,1,34.26,34.26,False,False,34,0
TR50457,2025-02-12 11:49:48.701600,CUST1196,56,Female,Ras Al Khaimah,Grocery,Milk 1L,1,5.36,5.36,False,True,5,0
TR50458,2025-06-08 21:25:09.701600,CUST1034,22,Female,Dubai,Electronics,Smartphone,1,1141.59,1141.59,True,False,1141,0
TR50459,2025-04-16 08:51:15.701600,CUST1206,29,Male,Sharjah,Pharmacy,Vitamins,2,91.65,183.3,False,False,183,0
TR50460,2024-11-15 18:54:01.701600,CUST1319,59,Male,Abu Dhabi,Grocery,Bread,1,3.41,3.41,False,False,3,0
TR50461,2025-07-25 23:45:12.701600,CUST1103,64,Male,Dubai,Grocery,Milk 1L,1,6.23,6.23,False,False,6,0
TR50462,2024-11-30 15:19:24.701600,CUST1156,25,Female,Dubai,Electronics,Headphones,1,127.45,127.45,True,False,127,0
TR50463,2024-12-10 19:06:40.701600,CUST1174,67,Female,Abu Dhabi,Grocery,Rice 5kg,1,34.18,34.18,False,False,34,0
TR50464,2025-03-07 12:08:14.701600,CUST1201,33,Male,Dubai,Clothing,Dress,1,190.56,190.56,True,False,190,0
TR50465,2024-10-16 01:25:26.701600,CUST1044,64,Male,Abu Dhabi,Home,Cookware Set,1,345.12,345.12,False,False,345,0
TR50466,2025-09-12 10:42:29.701600,CUST1057,44,Male,Dubai,Home,Cookware Set,1,363.41,363.41,False,False,363,0
TR50467,2025-06-25 05:07:39.701600,CUST1052,42,Female,Dubai,Electronics,Smartphone,1,1129.64,1129.64,True,True,1129,0
TR50468,2025-05-01 06:25:26.701600,CUST1308,32,Female,Sharjah,Clothing,Jacket,1,314.51,314.51,True,False,314,0
TR50469,2025-06-01 00:14:25.701600,CUST1377,59,Male,Abu Dhabi,Electronics,Powerbank,1,81.95,81.95,True,False,81,0
TR50470,2024-12-11 05:46:44.701600,CUST1065,39,Female,Dubai,Home,Cookware Set,1,318.13,318.13,False,True,318,0
TR50471,2025-05-18 22:40:08.701600,CUST1160,58,Male,Abu Dhabi,Electronics,Powerbank,3,76.46,229.38,False,False,229,0
TR50472,2025-03-05 16:09:21.701600,CUST1257,38,Female,Dubai,Clothing,Jeans,1,155.69,155.69,True,False,155,0
TR50473,2025-08-02 15:07:41.701600,CUST1151,66,Male,Sharjah,Clothing,Jacket,1,314.52,314.52,True,True,314,0
TR50474,2025-04-10 10:59:37.701600,CUST1323,60,Male,Sharjah,Clothing,T-Shirt,1,59.22,59.22,True,False,59,0
TR50475,2024-12-06 22:13:29.701600,CUST1122,73,Male,Ras Al Khaimah,Toys,Action Figure,1,51.32,51.32,True,False,51,0
TR50476,2025-07-09 20:51:56.701600,CUST1119,26,Female,Abu Dhabi,Electronics,Smartphone,1,1170.43,1089.43,True,False,1170,81
TR50477,2025-03-15 22:21:01.701600,CUST1053,69,Female,Ras Al Khaimah,Clothing,Jacket,1,323.3,323.3,False,False,323,0
TR50478,2025-07-01 17:24:16.701600,CUST1248,62,Female,Ras Al Khaimah,Grocery,Bread,1,3.22,3.22,True,True,3,0
TR50479,2025-06-13 01:01:59.701600,CUST1172,40,Male,Sharjah,Clothing,Jeans,2,150.52,301.04,True,False,301,0
TR50480,2024-12-12 05:56:04.701600,CUST1166,40,Male,Sharjah,Home,Bedsheet,1,183.85,183.85,True,False,183,0
TR50481,2024-11-07 02:48:26.701600,CUST1059,24,Male,Abu Dhabi,Electronics,Powerbank,1,81.11,81.11,False,False,81,0
TR50482,2025-08-10 05:54:48.701600,CUST1254,42,Male,Umm Al Quwain,Clothing,Jeans,1,127.06,127.06,True,True,127,0
TR50483,2024-11-09 15:43:42.701600,CUST1392,46,Male,Dubai,Clothing,T-Shirt,1,58.47,58.47,False,False,58,0
TR50484,2024-12-09 15:37:17.701600,CUST1385,69,Female,Fujairah,Clothing,Jeans,1,141.82,141.82,False,False,141,0
TR50485,2025-05-01 22:47:29.701600,CUST1285,49,Male,Dubai,Grocery,Olive Oil 1L,1,46.12,46.12,True,False,46,0
TR50486,2024-12-02 09:29:36.701600,CUST1392,46,Male,Dubai,Pharmacy,Vitamins,1,90.48,90.48,False,False,90,0
TR50487,2025-06-19 19:53:03.701600,CUST1272,22,Female,Abu Dhabi,Home,Cookware Set,2,338.38,676.76,True,False,676,0
TR50488,2024-09-30 20:30:37.701600,CUST1143,56,Male,Ajman,Clothing,Jacket,1,332.29,332.29,True,False,332,0
TR50489,2025-04-24 11:33:35.701600,CUST1023,46,Male,Dubai,Clothing,Jacket,1,304.94,304.94,True,True,304,0
TR50490,2024-12-20 10:07:53.701600,CUST1198,28,Female,Fujairah,Clothing,Jeans,1,142.02,142.02,True,False,142,0
TR50491,2025-05-04 05:12:05.701600,CUST1315,70,Female,Dubai,Clothing,Dress,1,181.42,181.42,True,False,181,0
TR50492,2025-09-24 04:49:26.701600,CUST1346,39,Female,Sharjah,Clothing,Dress,3,205.99,617.97,False,False,617,0
TR50493,2024-11-08 16:05:58.701600,CUST1126,41,Female,Dubai,Electronics,Smartphone,1,1158.88,1158.88,False,False,1158,0
TR50494,2025-09-05 01:57:26.701600,CUST1361,35,Female,Abu Dhabi,Electronics,Smartphone,1,1157.52,1157.52,True,False,1157,0
TR50495,2025-05-25 18:28:08.701600,CUST1052,42,Female,Dubai,Clothing,Jeans,1,150.45,150.45,True,False,150,0
TR50496,2025-07-20 07:03:32.701600,CUST1203,23,Female,Sharjah,Grocery,Rice 5kg,1,29.96,29.96,True,True,29,0
TR50497,2025-04-20 15:56:22.701600,CUST1244,24,Male,Ras Al Khaimah,Clothing,Jacket,1,311.05,311.05,True,True,311,0
TR50498,2025-07-08 06:27:20.701600,CUST1277,40,Female,Sharjah,Pharmacy,Vitamins,1,90.49,90.49,False,False,90,0
TR50499,2024-11-28 04:04:34.701600,CUST1040,22,Male,Abu Dhabi,Grocery,Olive Oil 1L,1,45.67,45.67,True,False,45,0
TR50500,2025-08-01 19:49:40.701600,CUST1269,34,Male,Dubai,Clothing,Jacket,1,327.7,327.7,True,False,327,0
TR50501,2024-10-17 02:11:59.701600,CUST1209,57,Male,Dubai,Grocery,Rice 5kg,1,33.6,33.6,False,False,33,0
TR50502,2025-02-08 18:27:30.701600,CUST1017,36,Female,Dubai,Grocery,Olive Oil 1L,2,38.68,77.36,True,True,77,0
TR50503,2025-05-29 09:46:23.701600,CUST1337,64,Female,Dubai,Home,Cookware Set,1,337.88,337.88,False,False,337,0
TR50504,2025-08-27 01:00:34.701600,CUST1141,52,Male,Dubai,Clothing,T-Shirt,1,58.5,58.5,False,False,58,0
TR50505,2024-11-03 12:56:47.701600,CUST1096,51,Female,Dubai,Electronics,Powerbank,2,75.07,150.14,False,False,150,0
TR50506,2025-08-04 19:53:18.701600,CUST1086,20,Female,Sharjah,Home,Bedsheet,1,178.28,178.28,True,False,178,0
TR50507,2024-11-11 00:50:15.701600,CUST1227,60,Male,Ajman,Grocery,Olive Oil 1L,2,45.76,91.52,False,False,91,0
TR50508,2025-01-04 02:02:07.701600,CUST1249,46,Female,Abu Dhabi,Grocery,Bread,1,3.31,3.31,True,False,3,0
TR50509,2025-01-23 08:46:56.701600,CUST1007,18,Female,Ras Al Khaimah,Home,Bedsheet,1,175.0,175.0,False,False,175,0
TR50510,2025-08-27 06:55:48.701600,CUST1009,23,Female,Abu Dhabi,Pharmacy,Vitamins,1,86.19,86.19,True,False,86,0
TR50511,2025-01-20 17:49:21.701600,CUST1340,44,Male,Ajman,Electronics,Powerbank,1,75.27,60.22,True,True,75,175
TR50512,2025-04-04 21:18:29.701600,CUST1318,25,Male,Dubai,Clothing,Dress,1,195.94,195.94,True,False,195,0
TR50513,2024-10-04 15:34:28.701600,CUST1070,18,Female,Dubai,Clothing,Jacket,1,327.15,327.15,True,False,327,0
TR50514,2025-07-17 08:39:37.701600,CUST1338,43,Male,Dubai,Electronics,Smartphone,1,1227.98,1227.98,True,False,1227,0
TR50515,2025-02-18 15:08:03.701600,CUST1142,31,Male,Sharjah,Electronics,Headphones,1,123.89,123.89,False,False,123,0
TR50516,2024-12-06 02:16:16.701600,CUST1386,51,Male,Sharjah,Grocery,Bread,2,3.59,7.18,False,False,7,0
TR50517,2025-09-20 23:28:58.701600,CUST1366,61,Female,Ajman,Home,Cookware Set,1,341.65,341.65,True,False,341,0
TR50518,2025-06-14 14:32:31.701600,CUST1089,68,Male,Dubai,Electronics,Headphones,1,124.64,124.64,False,False,124,0
TR50519,2025-07-25 14:57:21.701600,CUST1046,74,Male,Abu Dhabi,Electronics,Smartphone,1,1166.08,1166.08,False,False,1166,0
TR50520,2024-11-19 23:45:25.701600,CUST1270,27,Female,Dubai,Electronics,Headphones,1,130.08,130.08,True,False,130,0
TR50521,2025-04-28 20:29:55.701600,CUST1057,44,Male,Dubai,Clothing,Jeans,1,144.93,144.93,False,False,144,0
TR50522,2025-06-18 01:13:39.701600,CUST1000,23,Male,Sharjah,Clothing,T-Shirt,1,57.78,57.78,False,False,57,0
TR50523,2025-01-20 18:15:18.701600,CUST1175,72,Male,Dubai,Electronics,Headphones,1,130.42,130.42,True,False,130,0
TR50524,2025-07-27 21:21:44.701600,CUST1306,36,Male,Dubai,Grocery,Bread,1,3.49,3.49,False,False,3,0
TR50525,2025-04-07 15:29:23.701600,CUST1165,51,Female,Dubai,Clothing,Jeans,1,124.6,124.6,True,True,124,0
TR50526,2024-11-05 02:05:16.701600,CUST1043,39,Female,Fujairah,Clothing,Jeans,1,152.89,152.89,False,False,152,0
TR50527,2025-01-17 22:31:52.701600,CUST1301,20,Female,Fujairah,Pharmacy,Vitamins,1,98.35,98.35,False,False,98,0
TR50528,2025-04-23 09:36:36.701600,CUST1136,66,Male,Abu Dhabi,Home,Cookware Set,1,334.88,334.88,False,False,334,0
TR50529,2024-10-08 04:48:10.701600,CUST1015,43,Male,Dubai,Grocery,Milk 1L,1,5.59,5.59,True,False,5,0
TR50530,2025-06-15 20:27:34.701600,CUST1077,49,Male,Sharjah,Grocery,Bread,1,3.62,3.62,False,False,3,0
TR50531,2025-08-27 21:08:11.701600,CUST1015,43,Male,Dubai,Electronics,Smartphone,3,1141.31,3423.93,True,False,3423,0
TR50532,2025-01-11 09:17:08.701600,CUST1313,41,Female,Dubai,Electronics,Headphones,1,121.81,121.81,True,False,121,0
TR50533,2025-02-18 22:53:07.701600,CUST1162,25,Female,Dubai,Home,Bedsheet,1,151.58,121.26,True,True,151,104
TR50534,2025-06-10 00:51:47.701600,CUST1149,62,Male,Dubai,Grocery,Rice 5kg,1,36.36,36.36,True,False,36,0
TR50535,2024-10-09 12:11:15.701600,CUST1323,60,Male,Sharjah,Grocery,Rice 5kg,1,35.11,35.11,True,False,35,0
TR50536,2025-01-26 16:14:05.701600,CUST1352,53,Female,Sharjah,Home,Bedsheet,1,185.14,185.14,True,False,185,0
TR50537,2024-11-02 19:54:16.701600,CUST1208,46,Male,Dubai,Clothing,Jacket,1,324.54,324.54,True,False,324,0
TR50538,2025-05-14 01:44:18.701600,CUST1222,39,Male,Ras Al Khaimah,Electronics,Laptop,1,2725.97,2725.97,True,False,2725,0
TR50539,2025-06-04 16:51:30.701600,CUST1070,18,Female,Dubai,Home,Bedsheet,1,183.41,183.41,True,False,183,0
TR50540,2024-10-20 10:23:17.701600,CUST1170,47,Female,Sharjah,Grocery,Olive Oil 1L,2,42.7,85.4,True,False,85,0
TR50541,2025-07-05 12:20:55.701600,CUST1193,37,Female,Dubai,Grocery,Bread,1,3.45,3.45,True,False,3,0
TR50542,2025-04-01 20:10:05.701600,CUST1014,54,Male,Ajman,Home,Bedsheet,1,184.38,184.38,False,False,184,0
TR50543,2024-11-23 12:59:42.701600,CUST1291,42,Male,Sharjah,Grocery,Milk 1L,1,6.21,6.21,False,False,6,0
TR50544,2025-06-01 01:53:25.701600,CUST1054,24,Female,Dubai,Grocery,Olive Oil 1L,1,41.42,41.42,True,True,41,0
TR50545,2025-03-23 02:01:03.701600,CUST1198,28,Female,Fujairah,Electronics,Smartphone,1,1224.79,1224.79,True,False,1224,0
TR50546,2024-11-20 11:30:44.701600,CUST1291,42,Male,Sharjah,Electronics,Smartphone,1,1249.68,1249.68,False,False,1249,0
TR50547,2025-01-19 06:30:37.701600,CUST1200,27,Female,Dubai,Clothing,T-Shirt,1,61.77,61.77,False,False,61,0
TR50548,2025-09-20 04:54:21.701600,CUST1319,59,Male,Abu Dhabi,Electronics,Laptop,1,2776.15,2776.15,False,False,2776,0
TR50549,2024-10-18 09:09:01.701600,CUST1246,51,Male,Dubai,Grocery,Rice 5kg,1,33.89,33.89,True,False,33,0
TR50550,2025-01-01 03:58:33.701600,CUST1049,22,Male,Dubai,Grocery,Olive Oil 1L,1,45.85,36.68,True,False,45,186
TR50551,2025-04-22 16:53:34.701600,CUST1218,63,Female,Ras Al Khaimah,Electronics,Laptop,1,2611.42,2611.42,True,False,2611,0
TR50552,2025-01-11 05:53:39.701600,CUST1235,43,Female,Sharjah,Clothing,Jeans,3,156.22,468.66,True,False,468,0
TR50553,2024-12-25 20:59:32.701600,CUST1349,53,Female,Ajman,Grocery,Milk 1L,1,5.75,5.75,True,False,5,0
TR50554,2024-12-31 19:23:54.701600,CUST1203,23,Female,Sharjah,Grocery,Bread,1,3.07,3.07,True,True,3,0
TR50555,2025-06-16 19:16:02.701600,CUST1115,19,Female,Dubai,Clothing,Jeans,1,136.09,136.09,False,True,136,0
TR50556,2025-04-13 12:35:29.701600,CUST1300,48,Male,Abu Dhabi,Home,Bedsheet,1,178.76,178.76,True,False,178,0
TR50557,2025-03-03 22:50:28.701600,CUST1336,40,Female,Ajman,Grocery,Olive Oil 1L,1,45.75,45.75,True,False,45,0
TR50558,2025-07-16 07:57:21.701600,CUST1175,72,Male,Dubai,Clothing,Jeans,1,136.82,136.82,True,True,136,0
TR50559,2025-06-16 19:43:07.701600,CUST1062,60,Female,Dubai,Clothing,T-Shirt,1,59.42,59.42,True,False,59,0
TR50560,2025-08-04 04:10:51.701600,CUST1035,57,Female,Dubai,Clothing,T-Shirt,1,56.64,56.64,True,False,56,0
TR50561,2025-08-16 16:45:43.701600,CUST1396,71,Female,Umm Al Quwain,Grocery,Rice 5kg,2,35.9,71.8,False,False,71,0
TR50562,2024-12-20 19:27:46.701600,CUST1023,46,Male,Dubai,Clothing,Jacket,1,336.12,336.12,True,False,336,0
TR50563,2025-09-21 16:02:21.701600,CUST1280,64,Female,Sharjah,Clothing,Dress,1,191.08,191.08,True,False,191,0
TR50564,2025-07-16 14:11:12.701600,CUST1340,44,Male,Ajman,Electronics,Smartphone,1,1202.21,1202.21,True,False,1202,0
TR50565,2025-05-21 22:06:04.701600,CUST1274,41,Male,Umm Al Quwain,Clothing,T-Shirt,1,60.1,60.1,False,False,60,0
TR50566,2025-03-30 08:15:58.701600,CUST1387,40,Male,Abu Dhabi,Electronics,Headphones,1,127.92,127.92,True,False,127,0
TR50567,2025-07-09 07:40:43.701600,CUST1331,64,Female,Dubai,Electronics,Headphones,3,126.62,379.86,True,True,379,0
TR50568,2025-02-14 17:16:09.701600,CUST1351,71,Female,Ajman,Toys,Action Figure,1,46.02,46.02,False,True,46,0
TR50569,2025-02-09 05:44:56.701600,CUST1394,19,Male,Abu Dhabi,Home,Cookware Set,1,357.84,357.84,False,False,357,0
TR50570,2024-10-07 02:51:21.701600,CUST1230,58,Female,Abu Dhabi,Toys,Action Figure,1,50.34,50.34,False,False,50,0
TR50571,2025-04-12 16:39:41.701600,CUST1376,31,Female,Sharjah,Electronics,Laptop,1,2301.72,2301.72,False,True,2301,0
TR50572,2025-07-21 00:09:49.701600,CUST1337,64,Female,Dubai,Clothing,T-Shirt,1,60.52,60.52,False,False,60,0
TR50573,2024-10-15 06:18:40.701600,CUST1026,43,Male,Dubai,Clothing,T-Shirt,3,57.42,172.26,False,False,172,0
TR50574,2025-08-15 06:46:37.701600,CUST1273,47,Female,Abu Dhabi,Grocery,Bread,1,3.47,3.47,True,False,3,0
TR50575,2025-04-27 11:44:29.701600,CUST1390,26,Female,Abu Dhabi,Grocery,Bread,1,3.41,3.41,True,False,3,0
TR50576,2024-10-23 15:37:06.701600,CUST1091,53,Female,Ajman,Pharmacy,Vitamins,2,86.19,172.38,True,False,172,0
TR50577,2024-10-18 01:29:05.701600,CUST1256,34,Female,Sharjah,Pharmacy,Vitamins,2,92.5,185.0,True,False,185,0
TR50578,2024-12-10 11:10:39.701600,CUST1397,50,Male,Fujairah,Electronics,Smartphone,3,1194.63,3583.89,False,False,3583,0
TR50579,2024-10-21 21:19:37.701600,CUST1184,54,Male,Sharjah,Electronics,Powerbank,1,76.16,76.16,False,True,76,0
TR50580,2025-06-06 19:32:53.701600,CUST1176,26,Female,Dubai,Electronics,Smartphone,1,1099.64,1099.64,False,True,1099,0
TR50581,2025-07-15 10:42:59.701600,CUST1301,20,Female,Fujairah,Electronics,Laptop,1,2802.75,2802.75,False,False,2802,0
TR50582,2025-02-05 16:17:49.701600,CUST1382,32,Female,Sharjah,Clothing,Jeans,1,118.15,118.15,True,True,118,0
TR50583,2024-10-03 14:20:19.701600,CUST1327,63,Female,Dubai,Clothing,Dress,2,207.63,415.26,False,False,415,0
TR50584,2024-12-01 17:33:12.701600,CUST1115,19,Female,Dubai,Electronics,Headphones,1,123.52,123.52,False,False,123,0
TR50585,2025-09-09 22:17:15.701600,CUST1337,64,Female,Dubai,Clothing,Jeans,1,142.56,142.56,False,False,142,0
TR50586,2025-02-16 05:55:45.701600,CUST1323,60,Male,Sharjah,Electronics,Smartphone,1,1058.84,1058.84,True,True,1058,0
TR50587,2025-07-03 21:09:38.701600,CUST1157,19,Female,Abu Dhabi,Electronics,Smartphone,1,1188.02,1188.02,True,False,1188,0
TR50588,2024-12-25 09:32:47.701600,CUST1217,33,Female,Dubai,Home,Bedsheet,1,179.21,179.21,True,False,179,0
TR50589,2025-06-02 22:45:39.701600,CUST1098,73,Male,Abu Dhabi,Clothing,Jacket,3,315.62,946.86,True,False,946,0
TR50590,2025-09-18 19:30:45.701600,CUST1040,22,Male,Abu Dhabi,Clothing,Jeans,1,140.58,140.58,True,False,140,0
TR50591,2024-10-02 00:31:56.701600,CUST1223,45,Male,Umm Al Quwain,Grocery,Milk 1L,1,6.18,6.18,True,False,6,0
TR50592,2025-01-28 23:42:52.701600,CUST1210,20,Female,Dubai,Electronics,Powerbank,1,78.16,78.16,True,False,78,0
TR50593,2025-02-15 02:08:37.701600,CUST1391,51,Male,Dubai,Grocery,Milk 1L,1,6.21,6.21,False,False,6,0
TR50594,2025-09-05 15:36:09.701600,CUST1368,37,Male,Abu Dhabi,Home,Cookware Set,1,352.36,352.36,True,False,352,0
TR50595,2024-12-03 15:49:19.701600,CUST1050,62,Female,Abu Dhabi,Home,Cookware Set,1,318.26,254.61,True,False,318,78
TR50596,2025-01-14 20:02:20.701600,CUST1068,30,Male,Ajman,Grocery,Olive Oil 1L,1,46.96,46.96,False,False,46,0
TR50597,2024-10-24 05:06:45.701600,CUST1314,37,Female,Dubai,Clothing,Dress,1,196.52,196.52,True,False,196,0
TR50598,2025-04-07 18:00:11.701600,CUST1228,20,Female,Dubai,Home,Bedsheet,1,149.95,149.95,False,True,149,0
TR50599,2024-10-20 01:15:15.701600,CUST1096,51,Female,Dubai,Clothing,Jacket,1,327.48,327.48,False,False,327,0
TR50600,2025-09-14 18:48:00.701600,CUST1060,24,Male,Sharjah,Grocery,Bread,1,2.95,2.95,True,True,2,0
TR50601,2025-04-14 12:48:39.701600,CUST1242,30,Female,Dubai,Clothing,Dress,1,189.38,189.38,True,False,189,0
TR50602,2025-06-15 04:56:35.701600,CUST1165,51,Female,Dubai,Grocery,Milk 1L,1,5.91,5.91,True,False,5,0
TR50603,2025-03-21 02:22:59.701600,CUST1174,67,Female,Abu Dhabi,Clothing,Jeans,1,150.88,150.88,False,False,150,0
TR50604,2025-06-19 02:55:59.701600,CUST1292,46,Female,Dubai,Pharmacy,Vitamins,1,96.74,96.74,False,False,96,0
TR50605,2024-10-11 02:43:12.701600,CUST1349,53,Female,Ajman,Electronics,Smartphone,1,1174.52,1174.52,True,False,1174,0
TR50606,2025-07-14 22:18:54.701600,CUST1330,27,Male,Sharjah,Pharmacy,Vitamins,1,97.52,97.52,False,False,97,0
TR50607,2025-06-25 22:04:00.701600,CUST1071,73,Male,Dubai,Grocery,Rice 5kg,1,34.4,34.4,True,False,34,0
TR50608,2025-07-02 23:16:41.701600,CUST1026,43,Male,Dubai,Home,Cookware Set,1,362.59,362.59,False,False,362,0
TR50609,2025-02-24 21:13:01.701600,CUST1226,44,Female,Ajman,Grocery,Olive Oil 1L,1,43.18,43.18,False,False,43,0
TR50610,2025-07-20 05:45:40.701600,CUST1280,64,Female,Sharjah,Electronics,Laptop,1,2915.73,2915.73,True,False,2915,0
TR50611,2025-08-09 03:53:00.701600,CUST1160,58,Male,Abu Dhabi,Grocery,Bread,2,2.87,5.74,False,True,5,0
